X                          Es @ beta=1E-5           Es @ beta=1.2716E-5      Es @ beta=1.6171E-5      Es @ beta=2.0564E-5      Es @ beta=2.615E-5       Es @ beta=3.3253E-5      Es @ beta=4.2286E-5      Es @ beta=5.3773E-5      Es @ beta=6.838E-5       Es @ beta=8.6955E-5      Es @ beta=1.1058E-4      Es @ beta=1.4061E-4      Es @ beta=1.7881E-4      Es @ beta=2.2738E-4      Es @ beta=2.8915E-4      Es @ beta=3.677E-4       Es @ beta=4.6758E-4      Es @ beta=5.946E-4       Es @ beta=7.5612E-4      Es @ beta=9.6152E-4      Es @ beta=0.0012227      Es @ beta=0.0015549      Es @ beta=0.0019772      Es @ beta=0.0025143      Es @ beta=0.0031973      Es @ beta=0.0040659      Es @ beta=0.0051704      Es @ beta=0.0065749      Es @ beta=0.0083609      Es @ beta=0.010632       Es @ beta=0.01352        Es @ beta=0.017193       Es @ beta=0.021863       Es @ beta=0.027803       Es @ beta=0.035355       Es @ beta=0.044959       Es @ beta=0.057172       Es @ beta=0.072702       Es @ beta=0.092452       Es @ beta=0.11757        Es @ beta=0.1495         Es @ beta=0.19011        Es @ beta=0.24176        Es @ beta=0.30743        Es @ beta=0.39094        Es @ beta=0.49714        Es @ beta=0.63219        Es @ beta=0.80392        Es @ beta=1.0223         Es @ beta=1.3
0.8062499999999999        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8075                    0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8087500000000001        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.81                      0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.81125                   0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8125                    0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.81375                   0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8150000000000001        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8162500000000001        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8175000000000001        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8187500000000001        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8200000000000001        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.82125                   0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8225                    0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.82375                   0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.825                     0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8262499999999999        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8274999999999999        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8287499999999999        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.83                      0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.83125                   0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8325                    0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.83375                   0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.835                     0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8362499999999999        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8374999999999999        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.8387499999999999        0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
0.84                      0.017022047866063976     0.017022869220269462     0.0170239137112785       0.01702524196520373      0.017026931084339596     0.017029079127391506     0.01703181080952156      0.01703528475532155      0.017039702729317513     0.01704532138572113      0.017052467228994287     0.017061555669208795     0.01707311530340968      0.017087818873148936     0.01710652276091338      0.017130317424142075     0.01716059186528526      0.017199116155024813     0.0172481472399672       0.017310564882682195     0.017390046751343785     0.017491294611437058     0.017620327574396084     0.017784863851698245     0.017994820034062862     0.018262967345352148     0.01860579857462535      0.019044678461056667     0.019607374667840974     0.02033009454135302      0.02126017699212047      0.022459585693337066     0.024009257078699105     0.026014018917005145     0.028606840537797128     0.03194874704018588      0.03621496055862422      0.04154510938878935      0.04791078104578994      0.054821202258952366     0.06081300322864715      0.06302813864379363      0.058148424067816284     0.045751957568663265     0.030090829616242976     0.016489323699378482     0.007459971029371053     0.002701563066992942     7.238947730910318E-4     1.5610728495581792E-4
